Name,Description,Time
WeSpeakNYC English Conversation Class,"This event will take place in person at the Clason's Point Library. NO REGISTRATION NEEDED! Just come to a class!

WeSpeakNYC is an Emmy Award-winning TV show created to help people practice English. Each story is about everyday situations, like going to the doctor or talking with a child's teacher. The characters speak slowly and clearly. These 2-hour classes work best for people who already speak some English and want to practice. Watch WeSpeakNYC videos and discuss them with adults (16 and up…",2025-03-24 23:37:12.000000
Island Writers,"Do you have a passion for writing? Join us for our Island Writers, a creative writing group. This group is for writers of different levels and expertise. We are here to help one another on the journey of self-expression and creativity! Every Tuesday at 1 PM",2025-03-24 18:53:13.000000
Riverside Library Plant Swap,"Is your indoor jungle overgrowing your space? Do you have cuttings to give away? Do you want to trade for something new or just adopt a new little plant friend? Join us on the 11th of July and meet new plant friends, both human and vegetation!

Come on down to the Riverside Library and get your swap on! Meet other plant friends! Trade plants, tips, and stories. You may find that wishlist plant you've been looking for or try something entirely new.

This is a free plant swap. There is no fee to p…",2025-03-24 13:17:51.000000
Movies @ Kips Bay Library Presents New Releases Movie Night: Till,"Synopsis 

The story of Emmett Louis Till and the legacy of his mother who pursued justice for her lynched son. 

Directors: Chinonye Chukwu, Production Year: 2022, Rating: PG-13, Studio: Metro-Goldwyn-Mayer, Inc., Runtime: 130 minutes

 

Cast

Whoopi Goldberg, Frankie Faison, Sean Patrick Thomas, Danielle Deadwyler",2025-03-24 20:25:10.000000
Game On!,"This event will take place in person at the Sedgwick Library. Unplug, connect, and challenge your friends and peers to a match! You are welcome to bring in your own games or pick from our collection of board and card games.",2025-03-24 19:04:49.000000
Teen Arts & Crafts,"This event will take place in person at the Clason's Point Library. Come try origami, coloring, and more! All craft supplies and snacks will be provided by the library. 

For tweens and teens ages 12-18.",2025-03-24 20:16:58.000000
Navigating Research at the Map Division,"Join us, as we show you how to navigate the collection at NYPL's Map Division. You will learn how maps can be utilized in your research and with other materials, how to navigate our catalogs to locate maps effectively, and how to search additional cartographic digital databases.

Registration is required.

CLICK HERE TO REGISTER.


	

		America Borealis 1699. Image ID  1693835",2025-03-24 17:58:22.000000
Origami Meetup Group,"Origami Meetup Group


	Traditional Origami Models


 

Tuesday, 6:30-8 PM Room 205, Second Floor  

                                                                      Spring 2023 Dates 
	April 4, 11, 18, 25
	May 2, 9, 16, 23          
	June 6, 13, 20, 27      
	July 11, 18, 25 
	August 1, 8, 15, 22, 29

Ages Adult 18+ 

Registration Required. Preference will be given to those registered. 

 

This event will take place in person at Stavros Niarchos Foundation Library. 

OMG NYC (Origami Meet…",2025-03-24 19:21:56.000000
LEAD Workforce Development Program - Information Session,"In -Person at Stavros Niarchos Foundation Library (SNFL) Room 303, Floor 3

Workforce Development for Immigrant Women in NYC


  


10 INTERACTIVE WORKSHOPS 


	
		US workplace culture
	
	
		Networking
	
	
		Resume writing
	
	
		Cover letter 
	
	
		Interviews & public speaking
	
	
		Teamwork
	
	
		Career exploration & more!
	


ADDITIONAL BENEFITS


	
		Company sessions
	
	
		1:1 resume building
	
	
		1:1 interview prep
	
	
		1:1 career counseling
	


Learn more and register at

www.nywo…",2025-03-25 02:38:42.000000
Little Movers Storytime,"This program will take place at the Pelham Bay Library!

Join us to hear stories, sing songs, and get those wiggles out as you help your active toddler build important early learning skills. Discover ways to promote early literacy at home and meet other caregivers in the neighborhood. Suggested for toddlers/little walkers and their caregivers.

This month we will celebrate Disability Pride Month!

Please register in advance at the front desk. Space is limited",2025-03-24 15:11:53.000000
Little Movers Storytime,"This event will take place in person at the Richmondtown Branch.  
	Join us to hear stories, sing songs, and get those wiggles out as you help your active child build important early learning skills. Discover ways to promote early literacy at home and meet other caregivers in the neighborhood. Best for new walkers, toddlers/or children at this developmental stage. 

*Space is limited.  First come will be first served.*",2025-03-24 22:53:31.000000
Clase de Tecnología,"Este evento se llevará a cabo en persona en la Biblioteca Van Cortlandt.

¿Necesitas ayuda en cómo usar una computadora? Estamos aquí para ayudarte.",2025-03-24 18:22:52.000000
Romancing the Stone Book Club: The Sign for Home,"This event will take place in-person at the South Beach Library.

Join us for our book club dedicated to readers of everything romance!


  


About the book:
	Brooklynite Arlo Dilly is young, handsome, and eager to meet the right girl. He also happens to be DeafBlind, a Jehovah’s Witness, and under the strict guardianship of his controlling uncle. His chances of finding someone to love seem slim to none. And yet, it happened once before: many years ago, at a boarding school for the Deaf, Arlo m…",2025-03-24 16:34:03.000000
Discover SNFL! Tour the Building with Library Staff,"This program is in-person at the Stavros Niarchos Foundation Library.

Discover SNFL!

Explore NYPL’s largest circulating branch in a 1-hour guided tour.

Designed to inspire, building highlights include:


	The only free, publicly accessible rooftop terrace in Midtown
	A dramatic “Long Room” with 42-foot-high atrium
	Commissioned public art celebrating creativity and curiosity



  


Located at the site of the former Mid-Manhattan Library, the completely transformed Stavros Niarchos Foundation…",2025-03-24 10:42:38.000000
TechConnect: Basic Keyboarding,"This event will take place in person at the Wakefield Library.

Interested in using computers but don't know where to start? 

Want to learn basic  keyboarding? 

Then this is the class for you!

REGISTRATION IS REQUIRED and REGISTRATION OPENS ONE WEEK PRIOR TO CLASS
	- This Program is  Limited to Five Persons.",2025-03-25 02:12:27.000000
